INFO:ga:Generation 1: Best=0.7733, Avg=0.5686
INFO:ga:Generation 2: Best=0.7791, Avg=0.6101
INFO:ga:Generation 3: Best=0.8023, Avg=0.6494
INFO:ga:Generation 4: Best=0.8953, Avg=0.6838
INFO:ga:Generation 5: Best=0.8953, Avg=0.7182
INFO:ga:Generation 6: Best=0.8953, Avg=0.7484
INFO:ga:Generation 7: Best=0.9070, Avg=0.7806
INFO:ga:Generation 8: Best=0.9070, Avg=0.8073
INFO:ga:Generation 9: Best=0.9302, Avg=0.8367
INFO:ga:Generation 10: Best=0.9419, Avg=0.8571
INFO:ga:Generation 11: Best=0.9419, Avg=0.8782
INFO:ga:Generation 12: Best=0.9651, Avg=0.8931
INFO:ga:Generation 13: Best=0.9767, Avg=0.9060
INFO:ga:Generation 14: Best=0.9806, Avg=0.9146
INFO:ga:Generation 15: Best=0.9806, Avg=0.9229
INFO:ga:Generation 16: Best=0.9806, Avg=0.9319
INFO:ga:Generation 17: Best=0.9806, Avg=0.9403
INFO:ga:Generation 18: Best=0.9884, Avg=0.9496
INFO:ga:Generation 19: Best=0.9884, Avg=0.9571
INFO:ga:Generation 20: Best=0.9884, Avg=0.9627
INFO:ga:Generation 21: Best=0.9981, Avg=0.9663
INFO:ga:Generation 22: Best=0.9981, Avg=0.9719
INFO:ga:Generation 23: Best=1.0000, Avg=0.9754
INFO:ga:Generation 24: Best=1.0000, Avg=0.9776
INFO:ga:Generation 25: Best=1.0000, Avg=0.9806
INFO:ga:Generation 26: Best=1.0000, Avg=0.9826
INFO:ga:Generation 27: Best=1.0000, Avg=0.9852
INFO:ga:Generation 28: Best=1.0000, Avg=0.9856
INFO:ga:Generation 29: Best=1.0000, Avg=0.9879
INFO:ga:Generation 30: Best=1.0000, Avg=0.9883
INFO:ga:Generation 31: Best=1.0000, Avg=0.9898
INFO:ga:Generation 32: Best=1.0000, Avg=0.9932
INFO:ga:Generation 33: Best=1.0000, Avg=0.9963
INFO:ga:Generation 34: Best=1.0000, Avg=0.9982
INFO:ga:Generation 35: Best=1.0000, Avg=0.9978
INFO:ga:Generation 36: Best=1.0000, Avg=0.9982
INFO:ga:Generation 37: Best=1.0000, Avg=0.9988
INFO:ga:Generation 38: Best=1.0000, Avg=0.9989
INFO:ga:Generation 39: Best=1.0000, Avg=0.9988
INFO:ga:Generation 40: Best=1.0000, Avg=0.9991
INFO:ga:Generation 41: Best=1.0000, Avg=0.9992
INFO:ga:Generation 42: Best=1.0000, Avg=0.9993
INFO:ga:Generation 43: Best=1.0000, Avg=0.9993
INFO:ga:Generation 44: Best=1.0000, Avg=0.9995
INFO:ga:Generation 45: Best=1.0000, Avg=0.9992
INFO:ga:Generation 46: Best=1.0000, Avg=0.9995
INFO:ga:Generation 47: Best=1.0000, Avg=0.9992
INFO:ga:Generation 48: Best=1.0000, Avg=0.9995
INFO:ga:Generation 49: Best=1.0000, Avg=0.9994
INFO:ga:Generation 50: Best=1.0000, Avg=0.9997
INFO:ga:Generation 51: Best=1.0000, Avg=0.9996
INFO:ga:Generation 52: Best=1.0000, Avg=0.9996
INFO:ga:Generation 53: Best=1.0000, Avg=0.9998
INFO:ga:Generation 54: Best=1.0000, Avg=0.9997
INFO:ga:Generation 55: Best=1.0000, Avg=0.9995
INFO:ga:Generation 56: Best=1.0000, Avg=0.9994
INFO:ga:Generation 57: Best=1.0000, Avg=0.9996
INFO:ga:Generation 58: Best=1.0000, Avg=0.9997
INFO:ga:Generation 59: Best=1.0000, Avg=0.9995
INFO:ga:Generation 60: Best=1.0000, Avg=0.9995
INFO:ga:Generation 61: Best=1.0000, Avg=0.9999
INFO:ga:Generation 62: Best=1.0000, Avg=0.9998
INFO:ga:Generation 63: Best=1.0000, Avg=0.9997
INFO:ga:Generation 64: Best=1.0000, Avg=0.9994
INFO:ga:Generation 65: Best=1.0000, Avg=0.9995
INFO:ga:Generation 66: Best=1.0000, Avg=0.9997
INFO:ga:Generation 67: Best=1.0000, Avg=0.9996
INFO:ga:Generation 68: Best=1.0000, Avg=0.9995
INFO:ga:Generation 69: Best=1.0000, Avg=0.9996
INFO:ga:Generation 70: Best=1.0000, Avg=0.9994
INFO:ga:Generation 71: Best=1.0000, Avg=0.9999
INFO:ga:Generation 72: Best=1.0000, Avg=0.9997
INFO:ga:Generation 73: Best=1.0000, Avg=0.9997
INFO:ga:Generation 74: Best=1.0000, Avg=0.9997
INFO:ga:Generation 75: Best=1.0000, Avg=0.9997
INFO:ga:Generation 76: Best=1.0000, Avg=0.9996
INFO:ga:Generation 77: Best=1.0000, Avg=0.9996
INFO:ga:Generation 78: Best=1.0000, Avg=0.9997
INFO:ga:Generation 79: Best=1.0000, Avg=0.9996
INFO:ga:Generation 80: Best=1.0000, Avg=0.9998
INFO:ga:Generation 81: Best=1.0000, Avg=0.9996
INFO:ga:Generation 82: Best=1.0000, Avg=0.9994
INFO:ga:Generation 83: Best=1.0000, Avg=0.9994
